ticker,role,revenue_2026e,ebitda_2026e,npatmi_2026e,revenue_2027e,ebitda_2027e,npatmi_2027e,p_e_2026e,ev_ebitda_2026e,ev_sales_2026e,p_e_2027e,ev_ebitda_2027e,ev_sales_2027e,note
MWG,Target company,185000.0,12302.5,9246.50248807206,210702.27006116117,15170.563444403602,11384.785278170259,12.466470124806577,7.883527242247917,0.5242545616094865,10.125026007080406,6.393110859276185,0.4603039818678853,
