section,line_item,unit,month,value,value_text
Store KPI,BHX Ending Stores,stores,2026-12-01,3559.0,3559.0
Store KPI,BHX Ending Stores,stores,2027-01-01,3609.0,3609.0
Store KPI,BHX Ending Stores,stores,2027-02-01,3659.0,3659.0
Store KPI,BHX Ending Stores,stores,2027-03-01,3709.0,3709.0
Store KPI,BHX Ending Stores,stores,2027-04-01,3759.0,3759.0
Store KPI,BHX Ending Stores,stores,2027-05-01,3809.0,3809.0
Store KPI,BHX Ending Stores,stores,2027-06-01,3859.0,3859.0
Store KPI,BHX Ending Stores,stores,2027-07-01,3909.0,3909.0
Store KPI,BHX Ending Stores,stores,2027-08-01,3959.0,3959.0
Store KPI,BHX Ending Stores,stores,2027-09-01,4009.0,4009.0
Store KPI,BHX Ending Stores,stores,2027-10-01,4059.0,4059.0
Store KPI,BHX Ending Stores,stores,2027-11-01,4109.0,4109.0
Store KPI,BHX Ending Stores,stores,2027-12-01,4159.0,4159.0
Store KPI,BHX Ending Stores,stores,Method / Note,,Linear interpolation between annual ending BHX stores.
Store KPI,BHX Average Stores,stores,2026-01-01,2600.666666666667,2600.66666666667
Store KPI,BHX Average Stores,stores,2026-02-01,2684.0,2684.0
Store KPI,BHX Average Stores,stores,2026-03-01,2767.333333333333,2767.33333333333
Store KPI,BHX Average Stores,stores,2026-04-01,2850.666666666667,2850.66666666667
Store KPI,BHX Average Stores,stores,2026-05-01,2934.0,2934.0
Store KPI,BHX Average Stores,stores,2026-06-01,3017.333333333333,3017.33333333333
Store KPI,BHX Average Stores,stores,2026-07-01,3100.666666666667,3100.66666666667
Store KPI,BHX Average Stores,stores,2026-08-01,3184.0,3184.0
Store KPI,BHX Average Stores,stores,2026-09-01,3267.333333333333,3267.33333333333
Store KPI,BHX Average Stores,stores,2026-10-01,3350.666666666667,3350.66666666667
Store KPI,BHX Average Stores,stores,2026-11-01,3434.0,3434.0
Store KPI,BHX Average Stores,stores,2026-12-01,3517.333333333333,3517.33333333333
Store KPI,BHX Average Stores,stores,2027-01-01,3584.0,3584.0
Store KPI,BHX Average Stores,stores,2027-02-01,3634.0,3634.0
Store KPI,BHX Average Stores,stores,2027-03-01,3684.0,3684.0
Store KPI,BHX Average Stores,stores,2027-04-01,3734.0,3734.0
Store KPI,BHX Average Stores,stores,2027-05-01,3784.0,3784.0
Store KPI,BHX Average Stores,stores,2027-06-01,3834.0,3834.0
Store KPI,BHX Average Stores,stores,2027-07-01,3884.0,3884.0
Store KPI,BHX Average Stores,stores,2027-08-01,3934.0,3934.0
Store KPI,BHX Average Stores,stores,2027-09-01,3984.0,3984.0
Store KPI,BHX Average Stores,stores,2027-10-01,4034.0,4034.0
Store KPI,BHX Average Stores,stores,2027-11-01,4084.0,4084.0
Store KPI,BHX Average Stores,stores,2027-12-01,4134.0,4134.0
Store KPI,BHX Average Stores,stores,Method / Note,,Average of beginning and ending monthly BHX stores.
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-01-01,1.8599221077613601,1.85992210776136
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-02-01,1.484144034266663,1.48414403426666
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-03-01,1.4535127038569031,1.4535127038569
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-04-01,1.610669137101784,1.61066913710178
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-05-01,1.5642939923884207,1.56429399238842
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-06-01,1.4933670697245003,1.4933670697245
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-07-01,1.4732615867914558,1.47326158679146
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-08-01,1.4803926964325216,1.48039269643252
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-09-01,1.4879478529375525,1.48794785293755
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-10-01,1.5296061627493198,1.52960616274932
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-11-01,1.3909056260308854,1.39090562603089
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2026-12-01,1.4002667275198415,1.40026672751984
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-01-01,1.7877057934471732,1.78770579344717
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-02-01,1.4519719947555014,1.4519719947555
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-03-01,1.4462563718477643,1.44625637184776
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-04-01,1.628782376279084,1.62878237627908
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-05-01,1.6066155269976352,1.60661552699764
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-06-01,1.5567624697768934,1.55676246977689
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-07-01,1.5579026830371794,1.55790268303718
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-08-01,1.5870851861542736,1.58708518615427
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-09-01,1.6163910066321323,1.61639100663213
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-10-01,1.6829048292591584,1.68290482925916
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-11-01,1.549161951462355,1.54916195146235
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,2027-12-01,1.5781141925534126,1.57811419255341
Store KPI,BHX Revenue / Avg Store / Month,VND bn/store/month,Method / Note,,Monthly BHX revenue / average BHX stores.
Working Capital,Inventory,VND bn,2026-01-01,27454.071296579936,27454.0712965799
Working Capital,Inventory,VND bn,2026-02-01,27608.251915175173,27608.2519151752
Working Capital,Inventory,VND bn,2026-03-01,27763.938620394434,27763.9386203944
Working Capital,Inventory,VND bn,2026-04-01,27941.65358364225,27941.6535836423
Working Capital,Inventory,VND bn,2026-05-01,28119.297242058066,28119.2972420581
Working Capital,Inventory,VND bn,2026-06-01,28293.70310589885,28293.7031058989
Working Capital,Inventory,VND bn,2026-07-01,28470.5128385343,28470.5128385343
Working Capital,Inventory,VND bn,2026-08-01,28652.953322011264,28652.9533220113
Working Capital,Inventory,VND bn,2026-09-01,28841.124184753953,28841.124184754
Working Capital,Inventory,VND bn,2026-10-01,29039.49696105753,29039.4969610575
Working Capital,Inventory,VND bn,2026-11-01,29224.368125285328,29224.3681252853
Working Capital,Inventory,VND bn,2026-12-01,29415.0,29415.0
Working Capital,Inventory,VND bn,2027-01-01,29720.3037375097,29720.3037375097
Working Capital,Inventory,VND bn,2027-02-01,29971.73034487063,29971.7303448706
Working Capital,Inventory,VND bn,2027-03-01,30225.612969425674,30225.6129694257
Working Capital,Inventory,VND bn,2027-04-01,30515.417684789885,30515.4176847899
Working Capital,Inventory,VND bn,2027-05-01,30805.10612138856,30805.1061213886
Working Capital,Inventory,VND bn,2027-06-01,31089.51459664872,31089.5145966487
Working Capital,Inventory,VND bn,2027-07-01,31377.8431273678,31377.8431273678
Working Capital,Inventory,VND bn,2027-08-01,31675.353879522205,31675.3538795222
Working Capital,Inventory,VND bn,2027-09-01,31982.20931994417,31982.2093199442
Working Capital,Inventory,VND bn,2027-10-01,32305.701303522947,32305.7013035229
Working Capital,Inventory,VND bn,2027-11-01,32607.175834136196,32607.1758341362
Working Capital,Inventory,VND bn,2027-12-01,32918.04451497987,32918.0445149799
Working Capital,Inventory,VND bn,Method / Note,,Interpolate prior-year ending inventory to current-year ending inventory by cumulative revenue phasing.
Working Capital,Trade Payables,VND bn,2026-01-01,13129.874280840986,13129.874280841
Working Capital,Trade Payables,VND bn,2026-02-01,13143.029841062975,13143.029841063
Working Capital,Trade Payables,VND bn,2026-03-01,13156.31390909264,13156.3139090926
Working Capital,Trade Payables,VND bn,2026-04-01,13171.477552374503,13171.4775523745
Working Capital,Trade Payables,VND bn,2026-05-01,13186.635111525819,13186.6351115258
Working Capital,Trade Payables,VND bn,2026-06-01,13201.51640377727,13201.5164037773
Working Capital,Trade Payables,VND bn,2026-07-01,13216.60280767623,13216.6028076762
Working Capital,Trade Payables,VND bn,2026-08-01,13232.169659004094,13232.1696590041
Working Capital,Trade Payables,VND bn,2026-09-01,13248.225458620087,13248.2254586201
Working Capital,Trade Payables,VND bn,2026-10-01,13265.151743057406,13265.1517430574
Working Capital,Trade Payables,VND bn,2026-11-01,13280.925993780142,13280.9259937801
Working Capital,Trade Payables,VND bn,2026-12-01,13297.191780821919,13297.1917808219
Working Capital,Trade Payables,VND bn,2027-01-01,13493.064809592512,13493.0648095925
Working Capital,Trade Payables,VND bn,2027-02-01,13654.37200975653,13654.3720097565
Working Capital,Trade Payables,VND bn,2027-03-01,13817.254911320237,13817.2549113202
Working Capital,Trade Payables,VND bn,2027-04-01,14003.18426748668,14003.1842674867
Working Capital,Trade Payables,VND bn,2027-05-01,14189.039022948353,14189.0390229484
Working Capital,Trade Payables,VND bn,2027-06-01,14371.506325548815,14371.5063255488
Working Capital,Trade Payables,VND bn,2027-07-01,14556.488609269225,14556.4886092692
Working Capital,Trade Payables,VND bn,2027-08-01,14747.361910040556,14747.3619100406
Working Capital,Trade Payables,VND bn,2027-09-01,14944.230461341129,14944.2304613411
Working Capital,Trade Payables,VND bn,2027-10-01,15151.77248202985,15151.7724820298
Working Capital,Trade Payables,VND bn,2027-11-01,15345.188815187363,15345.1888151874
Working Capital,Trade Payables,VND bn,2027-12-01,15544.632132073828,15544.6321320738
Working Capital,Trade Payables,VND bn,Method / Note,,Interpolate prior-year payables to current-year ending payables by cumulative revenue phasing.
Cash Flow,Capex Outflow,VND bn,2026-01-01,193.48149713005512,193.481497130055
Cash Flow,Capex Outflow,VND bn,2026-02-01,159.33770351886895,159.337703518869
Cash Flow,Capex Outflow,VND bn,2026-03-01,160.89416623226677,160.894166232267
Cash Flow,Capex Outflow,VND bn,2026-04-01,183.65923280659277,183.659232806593
Cash Flow,Capex Outflow,VND bn,2026-05-01,183.5855429467051,183.585542946705
Cash Flow,Capex Outflow,VND bn,2026-06-01,180.23944953528232,180.239449535282
Cash Flow,Capex Outflow,VND bn,2026-07-01,182.7237237377883,182.723723737788
Cash Flow,Capex Outflow,VND bn,2026-08-01,188.54281381764594,188.542813817646
Cash Flow,Capex Outflow,VND bn,2026-09-01,194.46486472658518,194.464864726585
Cash Flow,Capex Outflow,VND bn,2026-10-01,205.00801530608217,205.008015306082
Cash Flow,Capex Outflow,VND bn,2026-11-01,191.05479679160243,191.054796791602
Cash Flow,Capex Outflow,VND bn,2026-12-01,197.00819345052489,197.008193450525
Cash Flow,Capex Outflow,VND bn,2027-01-01,220.36211167640354,220.362111676404
Cash Flow,Capex Outflow,VND bn,2027-02-01,181.47468020409704,181.474680204097
Cash Flow,Capex Outflow,VND bn,2027-03-01,183.24738413371045,183.24738413371
Cash Flow,Capex Outflow,VND bn,2027-04-01,209.17522848670478,209.175228486705
Cash Flow,Capex Outflow,VND bn,2027-05-01,209.09130080692734,209.091300806927
Cash Flow,Capex Outflow,VND bn,2027-06-01,205.28033065761127,205.280330657611
Cash Flow,Capex Outflow,VND bn,2027-07-01,208.10974803016475,208.109748030165
Cash Flow,Capex Outflow,VND bn,2027-08-01,214.7372912167398,214.73729121674
Cash Flow,Capex Outflow,VND bn,2027-09-01,221.48209970285473,221.482099702855
Cash Flow,Capex Outflow,VND bn,2027-10-01,233.49002273364752,233.490022733648
Cash Flow,Capex Outflow,VND bn,2027-11-01,217.59826697332153,217.598266973322
Cash Flow,Capex Outflow,VND bn,2027-12-01,224.37877611175122,224.378776111751
Cash Flow,Capex Outflow,VND bn,FY2026 Check,0.0,0.0
Cash Flow,Capex Outflow,VND bn,FY2027 Check,0.0,0.0
Cash Flow,Capex Outflow,VND bn,Method / Note,,Positive cash outflow; linked to annual capex.
Cash Flow,CFO Simplified,VND bn,2026-01-01,917.2512227634718,917.251222763472
Cash Flow,CFO Simplified,VND bn,2026-02-01,755.3833599228592,755.383359922859
Cash Flow,CFO Simplified,VND bn,2026-03-01,762.7621912231476,762.762191223148
Cash Flow,CFO Simplified,VND bn,2026-04-01,870.6861294876749,870.686129487675
Cash Flow,CFO Simplified,VND bn,2026-05-01,870.3367828313286,870.336782831329
Cash Flow,CFO Simplified,VND bn,2026-06-01,854.4737245098124,854.473724509812
Cash Flow,CFO Simplified,VND bn,2026-07-01,866.2510964225213,866.251096422521
Cash Flow,CFO Simplified,VND bn,2026-08-01,893.838062464718,893.838062464718
Cash Flow,CFO Simplified,VND bn,2026-09-01,921.9131420876585,921.913142087658
Cash Flow,CFO Simplified,VND bn,2026-10-01,971.8957910968428,971.895791096843
Cash Flow,CFO Simplified,VND bn,2026-11-01,905.7467952820675,905.746795282068
Cash Flow,CFO Simplified,VND bn,2026-12-01,933.970477887345,933.970477887345
Cash Flow,CFO Simplified,VND bn,2027-01-01,1031.1298871153408,1031.12988711534
Cash Flow,CFO Simplified,VND bn,2027-02-01,849.1657893891044,849.165789389104
Cash Flow,CFO Simplified,VND bn,2027-03-01,857.4607180813624,857.460718081362
Cash Flow,CFO Simplified,VND bn,2027-04-01,978.7836397826521,978.783639782652
Cash Flow,CFO Simplified,VND bn,2027-05-01,978.3909210057426,978.390921005743
Cash Flow,CFO Simplified,VND bn,2027-06-01,960.5584307016256,960.558430701626
Cash Flow,CFO Simplified,VND bn,2027-07-01,973.7979880546044,973.797988054604
Cash Flow,CFO Simplified,VND bn,2027-08-01,1004.8099338280255,1004.80993382803
Cash Flow,CFO Simplified,VND bn,2027-09-01,1036.3705935076493,1036.37059350765
Cash Flow,CFO Simplified,VND bn,2027-10-01,1092.5586932904894,1092.55869329049
Cash Flow,CFO Simplified,VND bn,2027-11-01,1018.1971608176448,1018.19716081764
Cash Flow,CFO Simplified,VND bn,2027-12-01,1049.9248728517375,1049.92487285174
Cash Flow,CFO Simplified,VND bn,FY2026 Check,0.0,0.0
Cash Flow,CFO Simplified,VND bn,FY2027 Check,0.0,0.0
Cash Flow,CFO Simplified,VND bn,Method / Note,,Annual CFO x monthly phasing.
Cash Flow,FCFF Proxy,VND bn,2026-01-01,622.4694037516102,622.46940375161
Cash Flow,FCFF Proxy,VND bn,2026-02-01,512.6218619130908,512.621861913091
Cash Flow,FCFF Proxy,VND bn,2026-03-01,517.6293196366535,517.629319636653
Cash Flow,FCFF Proxy,VND bn,2026-04-01,590.8691778509054,590.869177850905
Cash Flow,FCFF Proxy,VND bn,2026-05-01,590.6321025551938,590.632102555194
Cash Flow,FCFF Proxy,VND bn,2026-06-01,579.8670381867623,579.867038186762
Cash Flow,FCFF Proxy,VND bn,2026-07-01,587.8594545393707,587.859454539371
Cash Flow,FCFF Proxy,VND bn,2026-08-01,606.5806531351782,606.580653135178
Cash Flow,FCFF Proxy,VND bn,2026-09-01,625.6330976994054,625.633097699405
Cash Flow,FCFF Proxy,VND bn,2026-10-01,659.5525615873221,659.552561587322
Cash Flow,FCFF Proxy,VND bn,2026-11-01,614.6622142520112,614.662214252011
Cash Flow,FCFF Proxy,VND bn,2026-12-01,633.815504481543,633.815504481543
Cash Flow,FCFF Proxy,VND bn,2027-01-01,708.187741548643,708.187741548643
Cash Flow,FCFF Proxy,VND bn,2027-02-01,583.2134342165295,583.21343421653
Cash Flow,FCFF Proxy,VND bn,2027-03-01,588.9104534672383,588.910453467238
Cash Flow,FCFF Proxy,VND bn,2027-04-01,672.2359462022854,672.235946202285
Cash Flow,FCFF Proxy,VND bn,2027-05-01,671.9662240003023,671.966224000302
Cash Flow,FCFF Proxy,VND bn,2027-06-01,659.7187358880234,659.718735888023
Cash Flow,FCFF Proxy,VND bn,2027-07-01,668.8117631953203,668.81176319532
Cash Flow,FCFF Proxy,VND bn,2027-08-01,690.1110001903307,690.111000190331
Cash Flow,FCFF Proxy,VND bn,2027-09-01,711.7870980123291,711.787098012329
Cash Flow,FCFF Proxy,VND bn,2027-10-01,750.3775064413189,750.377506441319
Cash Flow,FCFF Proxy,VND bn,2027-11-01,699.3054481118243,699.305448111824
Cash Flow,FCFF Proxy,VND bn,2027-12-01,721.0962787440243,721.096278744024
Cash Flow,FCFF Proxy,VND bn,FY2026 Check,0.0,0.0
Cash Flow,FCFF Proxy,VND bn,FY2027 Check,0.0,0.0
Cash Flow,FCFF Proxy,VND bn,Method / Note,,Annual FCFF x monthly phasing.
